2467,12284,54317,
0.414141646,6.118860019,6.620117645,2014-09-21T22:39:24.000Z
0.332525005,6.118860019,6.620117645,2014-09-21T22:39:23.000Z
0.166650488,5.574579888,5.469571841,2014-09-21T22:39:22.000Z
0.258597937,5.574579888,4.611104828,2014-09-21T22:39:21.000Z
0.238227478,4.760849963,4.416714723,2014-09-21T22:39:20.000Z
0.389727162,4.760849963,4.416714723,2014-09-21T22:39:19.000Z
0.419764192,4.25610547,3.360826517,2014-09-21T22:39:18.000Z
0.480895449,4.306416905,2.848538592,2014-09-21T22:39:17.000Z
0.615398468,4.380429031,2.848538592,2014-09-21T22:39:16.000Z
0.755035323,3.517767948,2.412125635,2014-09-21T22:39:15.000Z
1.105226599,3.155960343,2.14800092,2014-09-21T22:39:14.000Z
0.976896524,3.153841178,1.841756166,2014-09-21T22:39:13.000Z
0.862388338,3.153841178,1.465875423,2014-09-21T22:39:12.000Z
1.117161754,3.55368874,1.114273353,2014-09-21T22:39:11.000Z
2.202258534,4.63846392,0.818756992,2014-09-21T22:39:10.000Z
2.651054974,5.425135295,0.728492724,2014-09-21T22:39:08.000Z
2.499821436,5.425135295,0.509163316,2014-09-21T22:39:07.000Z
2.290061655,5.862468614,0.28831457,2014-09-21T22:39:06.000Z
1.981540395,6.565371387,0.392820439,2014-09-21T22:39:05.000Z
1.302827495,5.869351564,0.684446004,2014-09-21T22:39:04.000Z
0.928661985,5.716806584,1.884175546,2014-09-21T22:39:03.000Z
0.928661985,5.716806584,3.832031452,2014-09-21T22:39:02.000Z
0.744033631,5.810931429,9.300737284,2014-09-21T22:39:01.000Z
0.557915427,6.606252619,9.300737284,2014-09-21T22:39:00.000Z
0.445723927,10.08025583,9.757886971,2014-09-21T22:38:59.000Z
0.328671086,10.09872086,9.693669031,2014-09-21T22:38:58.000Z
0.342006828,12.35352939,10.61169035,2014-09-21T22:38:57.000Z
0.369729924,14.30491813,9.592153377,2014-09-21T22:38:56.000Z
0.427931082,15.08806417,9.592153377,2014-09-21T22:38:55.000Z
0.177095727,10.04542032,7.214919425,2014-09-21T22:38:44.000Z
0.534013472,10.04542032,7.214919425,2014-09-21T22:38:43.000Z
0.534013472,10.38853917,7.333799355,2014-09-21T22:38:42.000Z
0.297312544,10.38853917,7.526500102,2014-09-21T22:38:41.000Z
