id,dist1,dist2,dist3,timeSent,created_at,updated_at,macAddr,beac1,beac2,beac3
377,1.779234884,2.431557248,5.023506716,2014-09-21T22:37:29.000Z,2014-09-21T02:37:28.763Z,2014-09-21T02:37:28.763Z,,12284,2467,54317
378,2.244871644,2.435563153,4.518769018,2014-09-21T22:37:30.000Z,2014-09-21T02:37:29.844Z,2014-09-21T02:37:29.844Z,,12284,2467,54317
379,2.689023988,2.744647253,4.184815919,2014-09-21T22:37:31.000Z,2014-09-21T02:37:30.764Z,2014-09-21T02:37:30.764Z,,12284,2467,54317
380,2.753323022,2.937602899,4.860754613,2014-09-21T22:37:32.000Z,2014-09-21T02:37:31.745Z,2014-09-21T02:37:31.745Z,,2467,12284,54317
381,2.677425418,2.98748482,5.577682939,2014-09-21T22:37:33.000Z,2014-09-21T02:37:32.761Z,2014-09-21T02:37:32.761Z,,2467,12284,54317
382,2.773759251,2.98748482,6.124671843,2014-09-21T22:37:34.000Z,2014-09-21T02:37:33.760Z,2014-09-21T02:37:33.760Z,,2467,12284,54317
383,2.693366587,3.371163662,6.457245959,2014-09-21T22:37:35.000Z,2014-09-21T02:37:34.813Z,2014-09-21T02:37:34.813Z,,2467,12284,54317
384,2.366707679,3.43565302,5.08871679,2014-09-21T22:37:36.000Z,2014-09-21T02:37:35.828Z,2014-09-21T02:37:35.828Z,,2467,12284,54317
385,2.158860908,2.690438618,4.760544643,2014-09-21T22:37:37.000Z,2014-09-21T02:37:36.773Z,2014-09-21T02:37:36.773Z,,2467,12284,54317
386,2.157809528,2.337844703,5.014914379,2014-09-21T22:37:38.000Z,2014-09-21T02:37:37.840Z,2014-09-21T02:37:37.840Z,,2467,12284,54317
387,1.953416025,2.088127548,5.248898636,2014-09-21T22:37:39.000Z,2014-09-21T02:37:38.763Z,2014-09-21T02:37:38.763Z,,12284,2467,54317
388,1.804434116,2.278022661,5.459760815,2014-09-21T22:37:40.000Z,2014-09-21T02:37:39.837Z,2014-09-21T02:37:39.837Z,,12284,2467,54317
389,1.567306708,2.644204139,5.74231995,2014-09-21T22:37:41.000Z,2014-09-21T02:37:40.766Z,2014-09-21T02:37:40.766Z,,12284,2467,54317
390,1.42198229,2.322637328,5.382160399,2014-09-21T22:37:42.000Z,2014-09-21T02:37:41.903Z,2014-09-21T02:37:41.903Z,,12284,2467,54317
391,1.683184507,2.718659725,5.244238251,2014-09-21T22:37:43.000Z,2014-09-21T02:37:42.771Z,2014-09-21T02:37:42.771Z,,12284,2467,54317
392,1.414168524,2.881473202,5.915031965,2014-09-21T22:37:44.000Z,2014-09-21T02:37:43.835Z,2014-09-21T02:37:43.835Z,,12284,2467,54317
393,1.899290877,2.940607312,6.611282697,2014-09-21T22:37:45.000Z,2014-09-21T02:37:44.774Z,2014-09-21T02:37:44.774Z,,12284,2467,54317
394,1.8983125,3.366077169,6.768957283,2014-09-21T22:37:46.000Z,2014-09-21T02:37:45.866Z,2014-09-21T02:37:45.866Z,,12284,2467,54317
395,1.8983125,3.777511147,7.12897312,2014-09-21T22:37:47.000Z,2014-09-21T02:37:46.787Z,2014-09-21T02:37:46.787Z,,12284,2467,54317
396,2.216816148,4.226336826,7.078680014,2014-09-21T22:37:48.000Z,2014-09-21T02:37:47.845Z,2014-09-21T02:37:47.845Z,,12284,2467,54317
397,1.11119659,3.237260346,6.558630181,2014-09-21T22:37:49.000Z,2014-09-21T02:37:48.791Z,2014-09-21T02:37:48.791Z,,12284,2467,54317
398,0.858515631,2.720154908,6.173889314,2014-09-21T22:37:50.000Z,2014-09-21T02:37:49.883Z,2014-09-21T02:37:49.883Z,,12284,2467,54317
399,0.82664748,2.720154908,5.393229357,2014-09-21T22:37:51.000Z,2014-09-21T02:37:50.773Z,2014-09-21T02:37:50.773Z,,12284,2467,54317
400,0.82664748,2.49215181,4.859393302,2014-09-21T22:37:52.000Z,2014-09-21T02:37:51.861Z,2014-09-21T02:37:51.861Z,,12284,2467,54317
401,1.063545846,2.258133514,5.169059638,2014-09-21T22:37:53.000Z,2014-09-21T02:37:52.875Z,2014-09-21T02:37:52.875Z,,12284,2467,54317
402,1.301725873,2.839991294,4.684491094,2014-09-21T22:37:54.000Z,2014-09-21T02:37:53.807Z,2014-09-21T02:37:53.807Z,,12284,2467,54317
403,1.423671068,2.839991294,3.916730095,2014-09-21T22:37:55.000Z,2014-09-21T02:37:54.883Z,2014-09-21T02:37:54.883Z,,12284,2467,54317
404,1.108483364,2.726732668,3.427158401,2014-09-21T22:37:56.000Z,2014-09-21T02:37:55.798Z,2014-09-21T02:37:55.798Z,,12284,2467,54317
405,1.020492481,2.745491469,3.456675418,2014-09-21T22:37:57.000Z,2014-09-21T02:37:56.917Z,2014-09-21T02:37:56.917Z,,12284,2467,54317
406,1.013537534,3.031576918,3.907791489,2014-09-21T22:37:58.000Z,2014-09-21T02:37:57.782Z,2014-09-21T02:37:57.782Z,,12284,2467,54317
407,1.008939262,3.472445404,3.907791489,2014-09-21T22:37:59.000Z,2014-09-21T02:37:58.891Z,2014-09-21T02:37:58.891Z,,12284,2467,54317
408,1.332734526,3.843908023,4.149758132,2014-09-21T22:38:00.000Z,2014-09-21T02:37:59.815Z,2014-09-21T02:37:59.815Z,,12284,54317,2467
409,1.855848386,3.298529576,3.843908023,2014-09-21T22:38:01.000Z,2014-09-21T02:38:00.943Z,2014-09-21T02:38:00.943Z,,12284,2467,54317
410,1.855848386,3.439228621,4.149329128,2014-09-21T22:38:02.000Z,2014-09-21T02:38:02.280Z,2014-09-21T02:38:02.280Z,,12284,2467,54317
412,0.297312544,7.526500102,10.38853917,2014-09-21T22:38:41.000Z,2014-09-21T02:38:39.981Z,2014-09-21T02:38:39.981Z,,2467,54317,12284
413,0.534013472,7.333799355,10.38853917,2014-09-21T22:38:42.000Z,2014-09-21T02:38:40.990Z,2014-09-21T02:38:40.990Z,,2467,54317,12284
414,0.534013472,7.214919425,10.04542032,2014-09-21T22:38:43.000Z,2014-09-21T02:38:42.067Z,2014-09-21T02:38:42.067Z,,2467,54317,12284
415,0.177095727,7.214919425,10.04542032,2014-09-21T22:38:44.000Z,2014-09-21T02:38:42.981Z,2014-09-21T02:38:42.981Z,,2467,54317,12284
426,0.427931082,9.592153377,15.08806417,2014-09-21T22:38:55.000Z,2014-09-21T02:38:53.975Z,2014-09-21T02:38:53.975Z,,2467,54317,12284
427,0.369729924,9.592153377,14.30491813,2014-09-21T22:38:56.000Z,2014-09-21T02:38:54.985Z,2014-09-21T02:38:54.985Z,,2467,54317,12284
428,0.342006828,10.61169035,12.35352939,2014-09-21T22:38:57.000Z,2014-09-21T02:38:55.978Z,2014-09-21T02:38:55.978Z,,2467,54317,12284
429,0.328671086,9.693669031,10.09872086,2014-09-21T22:38:58.000Z,2014-09-21T02:38:56.976Z,2014-09-21T02:38:56.976Z,,2467,54317,12284
430,0.445723927,9.757886971,10.08025583,2014-09-21T22:38:59.000Z,2014-09-21T02:38:57.979Z,2014-09-21T02:38:57.979Z,,2467,54317,12284
431,0.557915427,6.606252619,9.300737284,2014-09-21T22:39:00.000Z,2014-09-21T02:38:58.977Z,2014-09-21T02:38:58.977Z,,2467,12284,54317
432,0.744033631,5.810931429,9.300737284,2014-09-21T22:39:01.000Z,2014-09-21T02:38:59.958Z,2014-09-21T02:38:59.958Z,,2467,12284,54317
433,0.928661985,3.832031452,5.716806584,2014-09-21T22:39:02.000Z,2014-09-21T02:39:00.979Z,2014-09-21T02:39:00.979Z,,2467,54317,12284
434,0.928661985,1.884175546,5.716806584,2014-09-21T22:39:03.000Z,2014-09-21T02:39:01.980Z,2014-09-21T02:39:01.980Z,,2467,54317,12284
435,0.684446004,1.302827495,5.869351564,2014-09-21T22:39:04.000Z,2014-09-21T02:39:03.235Z,2014-09-21T02:39:03.235Z,,54317,2467,12284
436,0.392820439,1.981540395,6.565371387,2014-09-21T22:39:05.000Z,2014-09-21T02:39:04.070Z,2014-09-21T02:39:04.070Z,,54317,2467,12284
437,0.28831457,2.290061655,5.862468614,2014-09-21T22:39:06.000Z,2014-09-21T02:39:04.979Z,2014-09-21T02:39:04.979Z,,54317,2467,12284
438,0.509163316,2.499821436,5.425135295,2014-09-21T22:39:07.000Z,2014-09-21T02:39:05.978Z,2014-09-21T02:39:05.978Z,,54317,2467,12284
439,0.728492724,2.651054974,5.425135295,2014-09-21T22:39:08.000Z,2014-09-21T02:39:06.952Z,2014-09-21T02:39:06.952Z,,54317,2467,12284
441,0.818756992,2.202258534,4.63846392,2014-09-21T22:39:10.000Z,2014-09-21T02:39:08.978Z,2014-09-21T02:39:08.978Z,,54317,2467,12284
442,1.114273353,1.117161754,3.55368874,2014-09-21T22:39:11.000Z,2014-09-21T02:39:09.982Z,2014-09-21T02:39:09.982Z,,54317,2467,12284
443,0.862388338,1.465875423,3.153841178,2014-09-21T22:39:12.000Z,2014-09-21T02:39:10.982Z,2014-09-21T02:39:10.982Z,,2467,54317,12284
444,0.976896524,1.841756166,3.153841178,2014-09-21T22:39:13.000Z,2014-09-21T02:39:12.035Z,2014-09-21T02:39:12.035Z,,2467,54317,12284
445,1.105226599,2.14800092,3.155960343,2014-09-21T22:39:14.000Z,2014-09-21T02:39:12.977Z,2014-09-21T02:39:12.977Z,,2467,54317,12284
446,0.755035323,2.412125635,3.517767948,2014-09-21T22:39:15.000Z,2014-09-21T02:39:13.979Z,2014-09-21T02:39:13.979Z,,2467,54317,12284
447,0.615398468,2.848538592,4.380429031,2014-09-21T22:39:16.000Z,2014-09-21T02:39:14.978Z,2014-09-21T02:39:14.978Z,,2467,54317,12284
448,0.480895449,2.848538592,4.306416905,2014-09-21T22:39:17.000Z,2014-09-21T02:39:15.977Z,2014-09-21T02:39:15.977Z,,2467,54317,12284
449,0.419764192,3.360826517,4.25610547,2014-09-21T22:39:18.000Z,2014-09-21T02:39:16.977Z,2014-09-21T02:39:16.977Z,,2467,54317,12284
450,0.389727162,4.416714723,4.760849963,2014-09-21T22:39:19.000Z,2014-09-21T02:39:17.978Z,2014-09-21T02:39:17.978Z,,2467,54317,12284
451,0.238227478,4.416714723,4.760849963,2014-09-21T22:39:20.000Z,2014-09-21T02:39:18.985Z,2014-09-21T02:39:18.985Z,,2467,54317,12284
452,0.258597937,4.611104828,5.574579888,2014-09-21T22:39:21.000Z,2014-09-21T02:39:20.020Z,2014-09-21T02:39:20.020Z,,2467,54317,12284
453,0.166650488,5.469571841,5.574579888,2014-09-21T22:39:22.000Z,2014-09-21T02:39:20.983Z,2014-09-21T02:39:20.983Z,,2467,54317,12284
454,0.332525005,6.118860019,6.620117645,2014-09-21T22:39:23.000Z,2014-09-21T02:39:22.004Z,2014-09-21T02:39:22.004Z,,2467,12284,54317
455,0.414141646,6.118860019,6.620117645,2014-09-21T22:39:24.000Z,2014-09-21T02:39:22.980Z,2014-09-21T02:39:22.980Z,,2467,12284,54317
